UT,MJD,corrMMJD,rAU,dAU,aPh,Mag,corrm,sigma,Filt,flag
2017-10-28T10:14:20,58054.427,54.426,1.442,0.511,23.357,21.75219171,21.764,0.0388,r,GN4r
2017-10-28T10:15:26,58054.427,54.427,1.442,0.511,23.357,21.78540523,21.797,0.0399,r,GN4r
2017-10-28T10:16:33,58054.428,54.428,1.442,0.511,23.357,21.83690192,21.848,0.0392,r,GN4r
2017-10-28T10:17:39,58054.429,54.428,1.442,0.511,23.357,21.88690091,21.898,0.0426,r,GN4r
2017-10-28T10:19:48,58054.43,54.43,1.442,0.511,23.357,21.90800246,21.919,0.0425,r,GN4r
2017-10-28T10:20:54,58054.431,54.431,1.442,0.511,23.357,21.87378695,21.885,0.0411,r,GN4r
2017-10-28T10:22:00,58054.432,54.431,1.442,0.511,23.357,21.95455928,21.966,0.0453,r,GN4r
2017-10-28T10:23:06,58054.433,54.432,1.442,0.511,23.357,21.90153117,21.913,0.0421,r,GN4r
2017-10-28T10:24:11,58054.433,54.433,1.442,0.511,23.357,21.95049821,21.962,0.044,r,GN4r
2017-10-28T10:25:17,58054.434,54.434,1.442,0.511,23.357,22.00344667,22.015,0.045,r,GN4r
2017-10-28T10:26:22,58054.435,54.434,1.442,0.511,23.357,22.02989774,22.041,0.0485,r,GN4r
2017-10-28T10:27:26,58054.436,54.435,1.442,0.511,23.357,22.06295158,22.074,0.0462,r,GN4r
2017-10-28T10:28:31,58054.436,54.436,1.442,0.511,23.357,22.11538844,22.127,0.0497,r,GN4r
2017-10-28T10:29:37,58054.437,54.437,1.442,0.511,23.357,22.11151388,22.123,0.0482,r,GN4r
2017-10-28T10:30:42,58054.438,54.437,1.442,0.511,23.357,22.18883468,22.2,0.053,r,GN4r
2017-10-28T10:31:47,58054.439,54.438,1.442,0.511,23.357,22.14985695,22.161,0.0485,r,GN4r
2017-10-28T10:32:54,58054.44,54.439,1.442,0.511,23.357,22.23364425,22.245,0.0553,r,GN4r
2017-10-28T10:34:00,58054.44,54.44,1.442,0.511,23.357,22.20453321,22.216,0.0495,r,GN4r
2017-10-28T10:35:06,58054.441,54.44,1.442,0.511,23.357,22.24321338,22.255,0.0543,r,GN4r
2017-10-28T10:36:11,58054.442,54.441,1.442,0.511,23.357,22.15180496,22.163,0.0504,r,GN4r
2017-10-28T10:37:15,58054.443,54.442,1.442,0.511,23.357,22.44487664,22.456,0.0654,r,GN4r
2017-10-28T10:38:22,58054.443,54.443,1.442,0.511,23.357,22.3207287,22.332,0.0566,r,GN4r
2017-10-28T10:39:27,58054.444,54.443,1.442,0.511,23.357,22.36748628,22.379,0.0624,r,GN4r
2017-10-28T10:40:32,58054.445,54.444,1.442,0.511,23.357,22.4421316,22.454,0.0649,r,GN4r
2017-10-28T10:41:37,58054.446,54.445,1.442,0.511,23.357,22.34386923,22.355,0.0595,r,GN4r
2017-10-28T10:42:44,58054.446,54.446,1.442,0.511,23.357,22.41918479,22.431,0.0636,r,GN4r
2017-10-28T10:43:50,58054.447,54.446,1.442,0.511,23.357,22.57099448,22.582,0.075,r,GN4r
2017-10-28T10:44:57,58054.448,54.447,1.442,0.511,23.357,22.52419214,22.536,0.07,r,GN4r
2017-10-28T10:46:02,58054.449,54.448,1.442,0.511,23.357,22.5959922,22.607,0.0789,r,GN4r
2017-10-28T10:47:08,58054.449,54.449,1.442,0.511,23.357,22.57687059,22.588,0.0734,r,GN4r
2017-10-28T10:48:13,58054.45,54.449,1.442,0.511,23.357,22.86615048,22.878,0.0937,r,GN4r
2017-10-28T10:49:19,58054.451,54.45,1.442,0.511,23.357,22.69871929,22.71,0.0796,r,GN4r
2017-10-28T10:50:24,58054.452,54.451,1.442,0.511,23.357,22.69028163,22.702,0.0835,r,GN4r
2017-10-28T10:51:30,58054.452,54.452,1.442,0.511,23.357,22.70211749,22.714,0.08,r,GN4r
2017-10-28T10:52:36,58054.453,54.453,1.442,0.511,23.357,23.03694641,23.048,0.1177,r,GN4r
2017-10-28T10:53:42,58054.454,54.453,1.442,0.511,23.357,23.00517116,23.017,0.1082,r,GN4r
2017-10-28T10:54:48,58054.455,54.454,1.442,0.511,23.357,22.91217629,22.924,0.1024,r,GN4r
2017-10-28T10:55:54,58054.455,54.455,1.442,0.511,23.357,23.02996878,23.041,0.1121,r,GN4r
2017-10-28T10:56:59,58054.456,54.456,1.442,0.511,23.357,23.29146476,23.303,0.1445,r,GN4r
2017-10-28T10:58:06,58054.457,54.456,1.442,0.511,23.357,23.16073205,23.172,0.1248,r,GN4r
2017-10-28T10:59:11,58054.458,54.457,1.442,0.511,23.357,22.83910434,22.851,0.0962,r,GN4r
2017-10-28T11:00:18,58054.459,54.458,1.442,0.511,23.357,23.05113747,23.063,0.1165,r,GN4r
2017-10-28T11:01:24,58054.459,54.459,1.443,0.513,23.392,23.0668699,23.069,0.1216,r,GN4r
2017-10-28T11:02:30,58054.46,54.459,1.443,0.513,23.392,22.98120113,22.984,0.1127,r,GN4r
2017-10-28T11:03:46,58054.461,54.46,1.443,0.513,23.392,22.97466862,22.977,0.1091,r,GN4r
2017-10-28T11:04:52,58054.462,54.461,1.443,0.513,23.392,23.13316657,23.136,0.1295,r,GN4r
2017-10-28T11:05:57,58054.462,54.462,1.443,0.513,23.392,23.16546297,23.168,0.1327,r,GN4r
2017-10-28T11:07:03,58054.463,54.463,1.443,0.513,23.392,23.23023638,23.233,0.1377,r,GN4r
2017-10-28T11:08:08,58054.464,54.463,1.443,0.513,23.392,23.23050331,23.233,0.1418,r,GN4r
2017-10-28T11:09:13,58054.465,54.464,1.443,0.513,23.392,23.3747546,23.377,0.165,r,GN4r
2017-10-28T11:10:18,58054.465,54.465,1.443,0.513,23.392,23.69299521,23.696,0.2222,r,GN4r
2017-10-28T11:11:24,58054.466,54.466,1.443,0.513,23.392,23.24981528,23.252,0.1447,r,GN4r
2017-10-28T11:12:29,58054.467,54.466,1.443,0.513,23.392,23.43472664,23.437,0.1712,r,GN4r
2017-10-28T11:13:36,58054.468,54.467,1.443,0.513,23.392,23.49538668,23.498,0.1811,r,GN4r
2017-10-28T11:14:41,58054.469,54.468,1.443,0.513,23.392,23.52216829,23.525,0.1806,r,GN4r
2017-10-28T11:15:48,58054.469,54.469,1.443,0.513,23.392,23.37500989,23.378,0.1536,r,GN4r
2017-10-28T11:16:53,58054.47,54.469,1.443,0.513,23.392,23.35105874,23.354,0.1593,r,GN4r
2017-10-28T11:17:59,58054.471,54.47,1.443,0.513,23.392,23.84827171,23.851,0.2437,r,GN4r
2017-10-28T11:19:05,58054.472,54.471,1.443,0.513,23.392,23.71597073,23.719,0.2187,r,GN4r
2017-10-28T11:20:09,58054.472,54.472,1.443,0.513,23.392,23.25458705,23.257,0.1384,r,GN4r
2017-10-28T11:23:48,58054.475,54.474,1.443,0.513,23.392,23.74615402,23.749,0.2168,r,GN4r
2017-10-28T11:24:53,58054.476,54.475,1.443,0.513,23.392,23.60537394,23.608,0.1966,r,GN4r
2017-10-28T11:25:58,58054.476,54.476,1.443,0.513,23.392,24.03737626,24.04,0.3004,r,GN4r
2017-10-28T11:27:04,58054.477,54.476,1.443,0.513,23.392,24.22845387,24.231,0.3479,r,GN4r
2017-10-28T11:28:09,58054.478,54.477,1.443,0.513,23.392,23.53021985,23.533,0.1895,r,GN4r
2017-10-28T11:29:13,58054.479,54.478,1.443,0.513,23.392,23.85065842,23.853,0.2541,r,GN4r
2017-10-28T11:30:19,58054.479,54.479,1.443,0.513,23.392,23.97037785,23.973,0.2997,r,GN4r
2017-10-28T11:31:25,58054.48,54.479,1.443,0.513,23.392,23.77767189,23.78,0.2383,r,GN4r
2017-10-28T11:32:31,58054.481,54.48,1.443,0.513,23.392,24.08933503,24.092,0.3171,r,GN4r
2017-10-28T11:33:37,58054.482,54.481,1.443,0.513,23.392,24.61826374,24.621,0.5153,r,GN4r
2017-10-28T11:34:43,58054.482,54.482,1.443,0.513,23.392,23.45437557,23.457,0.1831,r,GN4r
2017-10-28T11:35:48,58054.483,54.483,1.443,0.513,23.392,24.41150665,24.414,0.4154,r,GN4r
2017-10-28T11:36:54,58054.484,54.483,1.443,0.513,23.392,23.80326873,23.806,0.2523,r,GN4r
2017-10-28T11:37:59,58054.485,54.484,1.443,0.513,23.392,23.5969325,23.599,0.2068,r,GN4r
2017-10-28T11:39:03,58054.485,54.485,1.443,0.513,23.392,23.34117162,23.344,0.1661,r,GN4r
2017-10-28T11:40:10,58054.486,54.486,1.443,0.513,23.392,23.6451759,23.648,0.2048,r,GN4r
2017-10-28T11:41:15,58054.487,54.486,1.443,0.513,23.392,23.81896804,23.822,0.2573,r,GN4r
2017-10-28T11:42:19,58054.488,54.487,1.443,0.513,23.392,24.09912353,24.102,0.3238,r,GN4r
2017-10-28T11:43:25,58054.488,54.488,1.443,0.513,23.392,23.33993822,23.342,0.1623,r,GN4r
2017-10-28T11:48:31,58054.492,54.491,1.443,0.513,23.392,23.87902248,23.882,0.2826,r,GN4r
2017-10-28T11:49:36,58054.493,54.492,1.443,0.513,23.392,23.36758851,23.37,0.1632,r,GN4r
2017-10-28T11:50:42,58054.494,54.493,1.443,0.513,23.392,23.33930001,23.342,0.173,r,GN4r
2017-10-28T11:51:48,58054.494,54.494,1.443,0.513,23.392,22.9348766,22.937,0.1169,r,GN4r
2017-10-28T11:52:55,58054.495,54.494,1.443,0.513,23.392,22.95731216,22.96,0.1227,r,GN4r
2017-10-28T11:54:02,58054.496,54.495,1.443,0.513,23.392,23.39218372,23.395,0.1776,r,GN4r
2017-10-28T11:55:08,58054.497,54.496,1.443,0.513,23.392,22.88554435,22.888,0.1154,r,GN4r
2017-10-28T11:56:13,58054.497,54.497,1.443,0.513,23.392,22.90160341,22.904,0.1174,r,GN4r
2017-10-28T11:57:20,58054.498,54.497,1.443,0.513,23.392,23.15978465,23.162,0.1681,r,GN4r
2017-10-28T11:58:27,58054.499,54.498,1.443,0.513,23.392,22.87520501,22.878,0.115,r,GN4r
2017-10-28T11:59:33,58054.5,54.499,1.443,0.513,23.392,22.71381014,22.716,0.1022,r,GN4r
2017-10-28T12:00:39,58054.5,54.5,1.443,0.513,23.392,22.8476729,22.85,0.1165,r,GN4r
2017-10-28T12:01:45,58054.501,54.501,1.444,0.514,23.427,23.05552433,23.049,0.1505,r,GN4r
2017-10-28T12:02:51,58054.502,54.501,1.444,0.514,23.427,22.64650045,22.64,0.0921,r,GN4r
2017-10-28T12:03:57,58054.503,54.502,1.444,0.514,23.427,22.99033239,22.984,0.1289,r,GN4r
2017-10-28T12:05:03,58054.504,54.503,1.444,0.514,23.427,22.72771988,22.721,0.1045,r,GN4r
2017-10-28T12:06:09,58054.504,54.504,1.444,0.514,23.427,22.89508194,22.889,0.1218,r,GN4r
2017-10-28T12:07:15,58054.505,54.504,1.444,0.514,23.427,22.72557318,22.719,0.1047,r,GN4r
2017-10-28T12:08:21,58054.506,54.505,1.444,0.514,23.427,23.17620629,23.17,0.1538,r,GN4r
2017-10-28T12:12:02,58054.508,54.508,1.444,0.514,23.427,22.62826666,22.622,0.0945,r,GN4r
2017-10-28T12:13:07,58054.509,54.508,1.444,0.514,23.427,22.73824918,22.732,0.1046,r,GN4r
2017-10-28T12:14:12,58054.51,54.509,1.444,0.514,23.427,22.68263606,22.676,0.1023,r,GN4r
2017-10-28T12:15:18,58054.511,54.51,1.444,0.514,23.427,22.58269895,22.576,0.096,r,GN4r
2017-10-28T12:16:24,58054.511,54.511,1.444,0.514,23.427,22.73012144,22.724,0.11,r,GN4r
2017-10-28T12:17:31,58054.512,54.511,1.444,0.514,23.427,22.79034737,22.784,0.1165,r,GN4r
2017-10-28T12:18:38,58054.513,54.512,1.444,0.514,23.427,22.59507435,22.589,0.0979,r,GN4r
2017-10-28T12:19:44,58054.514,54.513,1.444,0.514,23.427,22.64236739,22.636,0.1,r,GN4r
2017-10-28T12:20:50,58054.514,54.514,1.444,0.514,23.427,22.74019632,22.734,0.111,r,GN4r
2017-10-28T12:21:57,58054.515,54.515,1.444,0.514,23.427,22.78883978,22.782,0.1235,r,GN4r
2017-10-28T12:23:03,58054.516,54.515,1.444,0.514,23.427,22.58151893,22.575,0.1003,r,GN4r
2017-10-28T12:24:09,58054.517,54.516,1.444,0.514,23.427,22.54469631,22.538,0.0973,r,GN4r
2017-10-28T12:25:15,58054.518,54.517,1.444,0.514,23.427,22.56811599,22.562,0.1021,r,GN4r
2017-10-29T05:37:23,58055.234,55.233,1.461,0.538,24.002,23.0998,22.945,0.25,r,APO
2017-10-29T06:12:23,58055.259,55.258,1.462,0.54,24.034,22.74,22.577,0.03,r,GN5r
2017-10-29T06:19:03,58055.263,55.262,1.462,0.54,24.034,22.66,22.497,0.03,r,GN5r
2017-10-29T06:27:23,58055.269,55.268,1.462,0.54,24.034,23.11,22.107,0.07,g,GN5g
2017-10-29T06:33:39,58055.273,55.273,1.462,0.54,24.034,23.02,22.017,0.06,g,GN5g
2017-10-29T06:53:42,58055.287,55.286,1.462,0.54,24.034,22.3699,22.207,0.25,r,APO
2017-10-29T06:55:31,58055.289,55.288,1.462,0.54,24.034,21.19,21.857,0.07,J,GN5J
2017-10-29T07:10:24,58055.299,55.298,1.463,0.541,24.066,22.18,22.009,0.25,r,APO
2017-10-29T07:11:20,58055.3,55.299,1.463,0.541,24.066,21.29,21.949,0.08,J,GN5J
2017-10-29T07:23:13,58055.308,55.307,1.463,0.541,24.066,22.2197,22.048,0.25,r,APO
2017-10-29T07:25:09,58055.309,55.308,1.463,0.541,24.066,20.99,21.649,0.07,J,GN5J
2017-10-29T07:32:52,58055.315,55.314,1.463,0.541,24.066,22.3699,22.198,0.25,r,APO
2017-10-29T07:39:05,58055.319,55.318,1.463,0.541,24.066,22.4,21.389,0.03,g,GN5g
2017-10-29T07:39:38,58055.319,55.318,1.463,0.541,24.066,22.6399,22.468,0.25,r,APO
2017-10-29T07:44:50,58055.323,55.322,1.463,0.541,24.066,22.08,21.909,0.02,r,GN5r
2017-10-29T07:46:42,58055.324,55.323,1.463,0.541,24.066,22.6599,22.488,0.25,r,APO
2017-10-29T07:53:02,58055.329,55.328,1.463,0.541,24.066,22.44,22.269,0.25,r,APO
2017-10-29T07:59:31,58055.333,55.332,1.463,0.541,24.066,22.5505,22.379,0.25,r,APO
2017-10-29T08:05:51,58055.337,55.337,1.464,0.543,24.097,22.7304,22.551,0.25,r,APO
2017-10-29T08:15:21,58055.344,55.343,1.464,0.543,24.097,23.1201,22.94,0.25,r,APO
2017-10-29T08:30:20,58055.354,55.354,1.464,0.543,24.097,23.4602,23.28,0.25,r,APO
2017-10-29T19:52:58,58055.828,55.828,1.474,0.559,24.416,22.47,22.199,0.09,r,WHT5r
2017-10-29T20:05:51,58055.837,55.836,1.475,0.56,24.445,23.28,22.161,0.3,g,WHT5g
2017-10-29T20:18:54,58055.846,55.846,1.475,0.56,24.445,22.83,22.551,0.11,r,WHT5r
2017-10-29T20:43:14,58055.863,55.862,1.475,0.56,24.445,22.81,22.841,0.08,i,WHT5i
2017-10-29T21:04:49,58055.878,55.877,1.476,0.561,24.474,23.4,23.113,0.18,r,WHT5r
2017-10-29T23:18:57,58055.971,55.971,1.478,0.564,24.531,22.15,21.83,0.15,R,No2R
2017-10-30T00:18:57,58056.013,56.012,1.479,0.566,24.56,22.15,21.822,0.15,R,No2pR
2017-10-30T02:09:01,58056.09,56.089,1.481,0.569,24.616,22.49,22.146,0.15,R,No2R
2017-10-30T03:09:01,58056.131,56.13,1.482,0.57,24.644,22.49,22.137,0.15,R,No2pR
2017-10-30T02:17:57,58056.096,56.095,1.482,0.57,24.644,22.2,21.847,0.15,R,No2R
2017-10-30T03:17:57,58056.137,56.136,1.482,0.57,24.644,22.2,21.847,0.15,R,No2pR
2017-10-30T04:19:32,58056.18,56.179,1.483,0.571,24.672,22.895,22.551,0.18,r,D6r
2017-10-30T05:19:33,58056.222,56.221,1.484,0.573,24.699,22.895,22.543,0.18,r,D6rp1
2017-10-30T04:25:05,58056.184,56.183,1.484,0.573,24.699,23.305,22.953,0.223,r,D6r
2017-10-30T05:25:05,58056.226,56.225,1.484,0.573,24.699,23.305,22.953,0.223,r,D6rp1
2017-10-30T04:30:31,58056.188,56.187,1.484,0.573,24.699,23.17,22.818,0.2,r,D6r
2017-10-30T05:30:31,58056.23,56.229,1.484,0.573,24.699,23.17,22.818,0.2,r,D6rp1
2017-10-30T04:37:19,58056.193,56.192,1.484,0.573,24.699,23.293,22.941,0.215,r,D6r
2017-10-30T05:37:19,58056.234,56.233,1.484,0.573,24.699,23.293,22.941,0.215,r,D6rp1
2017-10-30T04:42:43,58056.196,56.195,1.484,0.573,24.699,23.422,23.07,0.23,r,D6r
2017-10-30T05:42:43,58056.238,56.237,1.484,0.573,24.699,23.422,23.07,0.23,r,D6rp1
2017-10-30T04:48:07,58056.2,56.199,1.484,0.573,24.699,23.432,23.08,0.237,r,D6r
2017-10-30T05:48:07,58056.242,56.241,1.484,0.573,24.699,23.432,23.08,0.237,r,D6rp1
2017-10-30T04:55:27,58056.205,56.204,1.484,0.573,24.699,23.435,23.083,0.232,r,D6r
2017-10-30T05:55:27,58056.247,56.246,1.484,0.573,24.699,23.435,23.083,0.232,r,D6rp1
2017-10-30T05:00:51,58056.209,56.208,1.484,0.573,24.699,23.422,23.07,0.238,r,D6r
2017-10-30T06:00:51,58056.251,56.25,1.484,0.573,24.699,23.422,23.07,0.238,r,D6rp1
2017-10-30T05:06:12,58056.213,56.212,1.484,0.573,24.699,23.801,23.449,0.311,r,D6r
2017-10-30T06:06:12,58056.254,56.253,1.485,0.574,24.726,23.801,23.441,0.311,r,D6rp1
2017-10-30T05:11:36,58056.216,56.215,1.485,0.574,24.726,24.079,23.719,0.387,r,D6r
2017-10-30T06:11:36,58056.258,56.257,1.485,0.574,24.726,24.079,23.719,0.387,r,D6rp1
2017-10-30T05:17:07,58056.22,56.219,1.485,0.574,24.726,23.934,23.574,0.346,r,D6r
2017-10-30T06:17:07,58056.262,56.261,1.485,0.574,24.726,23.934,23.574,0.346,r,D6rp1
2017-10-30T05:22:34,58056.224,56.223,1.485,0.574,24.726,24.18,23.82,0.415,r,D6r
2017-10-30T06:22:34,58056.266,56.265,1.485,0.574,24.726,24.18,23.82,0.415,r,D6rp1
2017-10-30T05:28:23,58056.228,56.227,1.485,0.574,24.726,24.489,24.129,0.526,r,D6r
2017-10-30T06:28:22,58056.27,56.269,1.485,0.574,24.726,24.489,24.129,0.526,r,D6rp1
2017-10-30T05:33:39,58056.232,56.231,1.485,0.574,24.726,24.164,23.804,0.418,r,D6r
2017-10-30T06:33:40,58056.273,56.272,1.485,0.574,24.726,24.164,23.804,0.418,r,D6rp1
2017-10-30T05:39:07,58056.236,56.234,1.485,0.574,24.726,24.391,24.031,0.492,r,D6r
2017-10-30T06:39:07,58056.277,56.276,1.485,0.574,24.726,24.391,24.031,0.492,r,D6rp1
2017-10-30T05:45:10,58056.24,56.239,1.485,0.574,24.726,23.874,23.514,0.343,r,D6r
2017-10-30T06:45:10,58056.281,56.28,1.485,0.574,24.726,23.874,23.514,0.343,r,D6rp1
2017-10-30T05:50:44,58056.244,56.243,1.485,0.574,24.726,24.142,23.782,0.417,r,D6r
2017-10-30T06:50:44,58056.285,56.284,1.485,0.574,24.726,24.142,23.782,0.417,r,D6rp1
2017-10-30T05:56:04,58056.247,56.246,1.485,0.574,24.726,23.814,23.454,0.328,r,D6r
2017-10-30T06:56:05,58056.289,56.288,1.485,0.574,24.726,23.814,23.454,0.328,r,D6rp1
2017-10-30T06:01:50,58056.251,56.25,1.485,0.574,24.726,23.555,23.195,0.284,r,D6r
2017-10-30T07:01:50,58056.293,56.292,1.486,0.576,24.753,23.555,23.187,0.284,r,D6rp1
2017-10-30T06:07:11,58056.255,56.254,1.486,0.576,24.753,23.687,23.319,0.303,r,D6r
2017-10-30T07:07:10,58056.297,56.296,1.486,0.576,24.753,23.687,23.319,0.303,r,D6rp1
2017-10-30T06:12:34,58056.259,56.258,1.486,0.576,24.753,23.624,23.256,0.295,r,D6r
2017-10-30T07:12:34,58056.3,56.299,1.486,0.576,24.753,23.624,23.256,0.295,r,D6rp1
2017-10-30T06:18:30,58056.263,56.262,1.486,0.576,24.753,22.905,22.537,0.178,r,D6r
2017-10-30T07:18:30,58056.305,56.303,1.486,0.576,24.753,22.905,22.537,0.178,r,D6rp1
2017-10-30T06:23:50,58056.267,56.266,1.486,0.576,24.753,23.084,22.716,0.212,r,D6r
2017-10-30T07:23:51,58056.308,56.307,1.486,0.576,24.753,23.084,22.716,0.212,r,D6rp1
2017-10-30T06:29:25,58056.27,56.269,1.486,0.576,24.753,23.236,22.868,0.227,r,D6r
2017-10-30T07:29:25,58056.312,56.311,1.486,0.576,24.753,23.236,22.868,0.227,r,D6rp1
2017-10-30T06:34:52,58056.274,56.273,1.486,0.576,24.753,22.99,22.622,0.196,r,D6r
2017-10-30T07:34:52,58056.316,56.315,1.486,0.576,24.753,22.99,22.622,0.196,r,D6rp1
2017-10-30T06:40:16,58056.278,56.277,1.486,0.576,24.753,23.227,22.859,0.234,r,D6r
2017-10-30T07:40:16,58056.32,56.319,1.486,0.576,24.753,23.227,22.859,0.234,r,D6rp1
2017-10-30T06:45:44,58056.282,56.281,1.486,0.576,24.753,22.687,22.319,0.161,r,D6r
2017-10-30T07:45:44,58056.323,56.322,1.486,0.576,24.753,22.687,22.319,0.161,r,D6rp1
2017-10-30T06:51:08,58056.286,56.284,1.486,0.576,24.753,23.179,22.811,0.224,r,D6r
2017-10-30T07:51:08,58056.327,56.326,1.486,0.576,24.753,23.179,22.811,0.224,r,D6rp1
2017-10-30T06:56:32,58056.289,56.288,1.486,0.576,24.753,22.747,22.379,0.163,r,D6r
2017-10-30T07:56:32,58056.331,56.33,1.486,0.576,24.753,22.747,22.379,0.163,r,D6rp1
2017-10-30T07:01:52,58056.293,56.292,1.486,0.576,24.753,22.841,22.473,0.177,r,D6r
2017-10-30T08:01:52,58056.335,56.334,1.487,0.577,24.779,22.841,22.465,0.177,r,D6rp1
2017-11-21T00:46:49,58078.033,78.027,1.979,1.364,27.201,25.421,22.408,0.240129296,w,M21w
2017-11-21T01:03:14,58078.044,78.038,1.979,1.364,27.201,24.923,21.91,0.1596,w,M21w
2017-11-21T01:25:11,58078.059,78.054,1.98,1.365,27.197,25.131,22.114,0.175053728,w,M21w
2017-11-21T01:57:34,58078.082,78.076,1.98,1.365,27.197,24.985,21.968,0.1634,w,M21w
2017-11-21T03:20:53,58078.14,78.134,1.982,1.368,27.188,24.787,21.294,0.035,V,H21V
2017-11-21T03:29:54,58078.146,78.14,1.982,1.368,27.188,24.843,21.35,0.034,V,H21V
2017-11-21T03:38:55,58078.152,78.146,1.982,1.368,27.188,24.784,21.291,0.032,V,H21V
2017-11-21T03:38:55,58078.152,78.146,1.982,1.368,27.188,24.886,21.393,0.025,V,H21Vgood
2017-11-21T03:47:56,58078.158,78.153,1.982,1.368,27.188,24.816,21.323,0.034,V,H21V
2017-11-21T03:56:57,58078.165,78.159,1.982,1.368,27.188,24.963,21.47,0.037,V,H21V
2017-11-21T04:56:14,58078.206,78.2,1.983,1.37,27.184,23.983,20.486,0.02,V,H21V
2017-11-21T05:05:15,58078.212,78.206,1.983,1.37,27.184,25.11,21.613,0.04,V,H21V
2017-11-21T05:14:16,58078.218,78.213,1.984,1.372,27.18,25.05,21.55,0.037,V,H21V
2017-11-21T05:18:47,58078.221,78.216,1.984,1.372,27.18,24.999,21.499,0.03,V,H21Vgood
2017-11-21T05:23:17,58078.225,78.219,1.984,1.372,27.18,24.284,20.784,0.022,V,H21V
2017-11-21T05:32:18,58078.231,78.225,1.984,1.372,27.18,24.928,21.428,0.039,V,H21V
2017-11-22T05:07:28,58079.214,79.208,2.005,1.407,27.072,25.107,22.003,0.2047,w,c22w3
2017-11-22T05:14:10,58079.218,79.212,2.006,1.409,27.067,25.746,22.638,0.3712,w,c22w3
2017-11-22T05:20:52,58079.223,79.217,2.006,1.409,27.067,25.104,21.996,0.2012,w,c22w3
2017-11-22T05:27:37,58079.228,79.222,2.006,1.409,27.067,25.945,22.837,0.4377,w,c22w3
2017-11-22T05:34:19,58079.232,79.226,2.006,1.409,27.067,25.673,22.565,0.3393,w,c22w3
2017-11-22T05:41:01,58079.237,79.231,2.006,1.409,27.067,25.886,22.778,0.4149,w,c22w3
2017-11-22T05:47:43,58079.241,79.236,2.006,1.409,27.067,25.915,22.807,0.4216,w,c22w3
2017-11-22T05:54:24,58079.246,79.24,2.006,1.409,27.067,24.932,21.824,0.1663,w,c22w3
2017-11-22T06:01:11,58079.251,79.245,2.006,1.409,27.067,25.59,22.482,0.3068,w,c22w3
2017-11-22T06:07:53,58079.255,79.25,2.006,1.409,27.067,25.485,22.377,0.27,w,c22w3
2017-11-22T06:14:36,58079.26,79.254,2.007,1.411,27.062,25.743,22.632,0.34,w,c22w3
2017-11-22T06:21:16,58079.265,79.259,2.007,1.411,27.062,25.208,22.097,0.2133,w,c22w3
2017-11-22T06:27:58,58079.269,79.264,2.007,1.411,27.062,24.896,21.785,0.156,w,c22w3
2017-11-22T06:34:41,58079.274,79.268,2.007,1.411,27.062,25.336,22.225,0.2347,w,c22w3
2017-11-22T06:41:23,58079.279,79.273,2.007,1.411,27.062,26.047,22.936,0.4455,w,c22w3
2017-11-22T06:48:04,58079.283,79.278,2.007,1.411,27.062,25.46,22.349,0.256,w,c22w3
2017-11-22T06:54:46,58079.288,79.282,2.007,1.411,27.062,26.052,22.941,0.4475,w,c22w3
2017-11-22T07:01:28,58079.293,79.287,2.007,1.411,27.062,25.055,21.944,0.1787,w,c22w3
2017-11-22T07:08:09,58079.297,79.291,2.007,1.411,27.062,25.311,22.2,0.2366,w,c22w3
2017-11-22T07:14:51,58079.302,79.296,2.008,1.412,27.057,25.48,22.366,0.2705,w,c22w3
2017-11-22T07:22:09,58079.307,79.301,2.008,1.412,27.057,25.435,22.321,0.2641,w,c22w3
2017-11-22T07:28:50,58079.312,79.306,2.008,1.412,27.057,25.401,22.287,0.2576,w,c22w3
2017-11-22T07:35:33,58079.316,79.311,2.008,1.412,27.057,25.502,22.388,0.2878,w,c22w3
2017-11-22T07:42:15,58079.321,79.315,2.008,1.412,27.057,25.84,22.726,0.4089,w,c22w3
2017-11-22T07:48:56,58079.326,79.32,2.008,1.412,27.057,25.931,22.817,0.4331,w,c22w3
2017-11-22T12:43:43,58079.53,79.524,2.012,1.42,27.031,25.555,21.955,0.062,V,H21V
2017-11-22T12:52:44,58079.537,79.531,2.012,1.42,27.031,24.124,20.524,0.019,V,H21V
2017-11-22T13:01:45,58079.543,79.537,2.012,1.42,27.031,25.209,21.609,0.042,V,H21V
2017-11-22T13:01:45,58079.543,79.537,2.012,1.42,27.031,25.251,21.651,0.031,V,H21Vgood
2017-11-22T13:10:46,58079.549,79.543,2.013,1.421,27.026,25.131,21.528,0.041,V,H21V
2017-11-22T13:19:47,58079.555,79.55,2.013,1.421,27.026,25.048,21.445,0.038,V,H21V
2017-11-23T08:45:06,58080.365,80.359,2.031,1.451,26.931,25.024,21.831,0.2263,w,c23w3
2017-11-23T08:51:48,58080.369,80.363,2.031,1.451,26.931,26.354,23.161,0.7198,w,c23w3
2017-11-23T08:58:29,58080.374,80.368,2.031,1.451,26.931,25.779,22.586,0.4168,w,c23w3
2017-11-23T09:05:11,58080.379,80.373,2.031,1.451,26.931,26.224,23.031,0.6615,w,c23w3
2017-11-23T09:11:53,58080.383,80.377,2.032,1.453,26.926,25.481,22.285,0.3368,w,c23w3
