,Time,SunDist,EarthDist,Phase
259,212380998300.0000000000000000,40602667420631.6015625000000000,39922566643266.9140625000000000,0.3656360063173001
260,212380998599.9999694824218750,40603736723691.0000000000000000,39924495276280.5390625000000000,0.3656237890125361
261,212380998899.9999694824218750,40604806021088.3984375000000000,39926423898287.8281250000000000,0.3656115717077721
262,212380999200.0000305175781250,40605875312808.9062500000000000,39928352509288.0312500000000000,0.3655976090737562
263,212380999500.0000000000000000,40606944598867.3984375000000000,39930281109278.4921875000000000,0.3655853917689922
264,212380999800.0000000000000000,40608013879249.0000000000000000,39932209698257.2500000000000000,0.3655714291349763
265,212381000099.9999694824218750,40609083153968.6015625000000000,39934138276222.0703125000000000,0.3655592118302123
266,212381000400.0000305175781250,40610152423011.3046875000000000,39936066843171.1796875000000000,0.3655469945254483
267,212381000700.0000305175781250,40611221686392.0000000000000000,39937995399101.7421875000000000,0.3655330318914324
268,212381001000.0000000000000000,40612290944110.7031250000000000,39939923944012.9921875000000000,0.3655208145866684
269,212381001299.9999694824218750,40613360196152.5000000000000000,39941852477902.4375000000000000,0.3655085972819045
270,212381001599.9999694824218750,40614429442532.3046875000000000,39943781000767.9531250000000000,0.3654946346478885
271,212381001900.0000305175781250,40615498683250.1015625000000000,39945709512607.6250000000000000,0.3654824173431246
272,212381002200.0000000000000000,40616567918305.8984375000000000,39947638013419.2031250000000000,0.3654702000383606
273,212381002500.0000000000000000,40617637147684.7968750000000000,39949566503200.0234375000000000,0.3654562374043446
274,212381002799.9999694824218750,40618706371401.6953125000000000,39951494981949.6171875000000000,0.3654440200995807
275,212381003100.0000305175781250,40619775589441.6953125000000000,39953423449665.3203125000000000,0.3654300574655647
276,212381003400.0000305175781250,40620844801834.6015625000000000,39955351906344.7421875000000000,0.3654178401608008
277,212381003700.0000000000000000,40621914008550.6015625000000000,39957280351986.2500000000000000,0.3654056228560368
278,212381003999.9999694824218750,40622983209604.6015625000000000,39959208786587.5937500000000000,0.3653916602220209
279,212381004299.9999694824218750,40624052404996.6015625000000000,39961137210146.7031250000000000,0.3653794429172569
280,212381004600.0000305175781250,40625121594711.7031250000000000,39963065622661.0312500000000000,0.3653672256124930
281,212381004900.0000000000000000,40626190778779.7031250000000000,39964994024129.9921875000000000,0.3653532629784770
282,212381005200.0000000000000000,40627259957170.7968750000000000,39966922414550.6093750000000000,0.3653410456737131
283,212381005499.9999694824218750,40628329129899.8984375000000000,39968850793921.0781250000000000,0.3653270830396971
284,212381005800.0000305175781250,40629398296981.8984375000000000,39970779162239.3281250000000000,0.3653148657349332
285,212381006100.0000305175781250,40630467458387.0000000000000000,39972707519503.4218750000000000,0.3653026484301691
286,212381006400.0000000000000000,40631536614130.1015625000000000,39974635865710.3671875000000000,0.3652886857961532
287,212381006699.9999694824218750,40632605764211.1953125000000000,39976564200859.8750000000000000,0.3652764684913892
288,212381006999.9999694824218750,40633674908630.3046875000000000,39978492524948.9687500000000000,0.3652642511866253
289,212381007300.0000305175781250,40634744047387.3984375000000000,39980420837975.6953125000000000,0.3652502885526093
290,212381007600.0000000000000000,40635813180482.5000000000000000,39982349139938.1406250000000000,0.3652380712478454
291,212381007900.0000000000000000,40636882307915.6015625000000000,39984277430834.2031250000000000,0.3652258539430814
292,212381008199.9999694824218750,40637951429686.6953125000000000,39986205710661.2031250000000000,0.3652118913090655
293,212381008500.0000305175781250,40639020545795.8046875000000000,39988133979418.3984375000000000,0.3651996740043015
294,212381008800.0000305175781250,40640089656257.7968750000000000,39990062237103.2578125000000000,0.3651857113702855
295,212381009100.0000000000000000,40641158761042.8984375000000000,39991990483713.6875000000000000,0.3651734940655216
296,212381009399.9999694824218750,40642227860180.8984375000000000,39993918719247.6093750000000000,0.3651612767607576
297,212381009699.9999694824218750,40643296953642.0000000000000000,39995846943703.0781250000000000,0.3651473141267416
298,212381010000.0000305175781250,40644366041456.0000000000000000,39997775157077.1250000000000000,0.3651350968219777
299,212381010300.0000000000000000,40645435123608.0000000000000000,39999703359369.5859375000000000,0.3651228795172138
300,212381010600.0000000000000000,40646504200098.0000000000000000,40001631550577.5000000000000000,0.3651089168831978
301,212381010899.9999694824218750,40647573270940.8984375000000000,40003559730698.7656250000000000,0.3650966995784339
302,212381011200.0000305175781250,40648642336106.8984375000000000,40005487899731.4531250000000000,0.3650827369444179
303,212381011500.0000305175781250,40649711395625.8046875000000000,40007416057673.6250000000000000,0.3650705196396539
304,212381011800.0000000000000000,40650780449482.7031250000000000,40009344204523.0390625000000000,0.3650583023348900
305,212381012099.9999694824218750,40651849497692.5000000000000000,40011272340277.1718750000000000,0.3650443397008740
306,212381012399.9999694824218750,40652918540225.3984375000000000,40013200464935.4218750000000000,0.3650321223961100
